init_omega completed.
init_props completed.
randomize_u completed
init_profile_ux completed.
#  ite wclock  ts time  resSolver  max(ux) 
2700 3.24103796e+02 3.77741e-04 9.34841e-01 4.56233e-06 9.37909e+01
2710 3.25126413e+02 4.05165e-04 9.38711e-01 5.39836e-06 8.66550e+01
2720 3.26184941e+02 4.07052e-04 9.42781e-01 5.62842e-06 8.72179e+01
2730 3.27220429e+02 4.11514e-04 9.46872e-01 5.91832e-06 8.65018e+01
2740 3.28241408e+02 4.12469e-04 9.50986e-01 6.00462e-06 8.63345e+01
2750 3.29257219e+02 4.07133e-04 9.55081e-01 5.84101e-06 8.78810e+01
2760 3.30270053e+02 3.94447e-04 9.59070e-01 5.37112e-06 9.00041e+01
2770 3.31307786e+02 3.89691e-04 9.63028e-01 5.18560e-06 9.14906e+01
2780 3.32358169e+02 3.97391e-04 9.66923e-01 5.22531e-06 8.86672e+01
2790 3.33371297e+02 3.97375e-04 9.70964e-01 5.57420e-06 9.00066e+01
2800 3.34399005e+02 3.83664e-04 9.74855e-01 5.11605e-06 9.26494e+01
2810 3.35420398e+02 3.96626e-04 9.78726e-01 5.32646e-06 8.89589e+01
2820 3.36442305e+02 4.14821e-04 9.82832e-01 5.94572e-06 8.59283e+01
2830 3.37525464e+02 4.21131e-04 9.86976e-01 5.62783e-06 8.38537e+01
2840 3.38588841e+02 4.24344e-04 9.91258e-01 5.74597e-06 8.38986e+01
2850 3.39705993e+02 4.30071e-04 9.95501e-01 5.84746e-06 8.22061e+01
2860 3.40743705e+02 4.25017e-04 9.99801e-01 6.01132e-06 8.37365e+01
2870 3.41777737e+02 4.04640e-04 1.00400e+00 5.78932e-06 8.84250e+01
2880 3.42821499e+02 3.92854e-04 1.00796e+00 5.12618e-06 9.01868e+01
2890 3.43863844e+02 4.14555e-04 1.01199e+00 5.62435e-06 8.58126e+01
2900 3.44911116e+02 3.92776e-04 1.01607e+00 5.15460e-06 9.10201e+01
2910 3.45958420e+02 3.85275e-04 1.01993e+00 5.08524e-06 9.20374e+01
2920 3.46984702e+02 4.09709e-04 1.02387e+00 5.80754e-06 8.58410e+01
2930 3.48095417e+02 4.17103e-04 1.02808e+00 5.73092e-06 8.54973e+01
2940 3.49117005e+02 4.21726e-04 1.03224e+00 5.80342e-06 8.37663e+01
2950 3.50143916e+02 4.29736e-04 1.03653e+00 5.84689e-06 8.25365e+01
2960 3.51165841e+02 4.16521e-04 1.04084e+00 5.19882e-06 8.59383e+01
2970 3.52280797e+02 4.08731e-04 1.04493e+00 4.87741e-06 8.66185e+01
2980 3.57169108e+02 4.02491e-04 1.04906e+00 4.53411e-06 8.89644e+01
2990 3.62192155e+02 3.93057e-04 1.05301e+00 4.53141e-06 9.01418e+01
3000 3.67170021e+02 4.15837e-04 1.05705e+00 4.92546e-06 8.59584e+01
3010 3.72102942e+02 4.14217e-04 1.06116e+00 5.13074e-06 8.53372e+01
3020 3.77548212e+02 4.00178e-04 1.06526e+00 4.63457e-06 8.89040e+01
3030 3.83768852e+02 4.13548e-04 1.06929e+00 5.41969e-06 8.52338e+01
3040 3.91266537e+02 4.02356e-04 1.07338e+00 4.90568e-06 8.83101e+01
3050 3.97122640e+02 4.21097e-04 1.07746e+00 5.95475e-06 8.41874e+01
